Timestamp (s),Player_Name,X_Pitch (m),Y_Pitch (m),Speed (km/h),Heart_Rate (bpm),Acceleration_m/s2
38.0,Mateus Oliveira (Meia),74.71,41.15,5.0,150,-12.58
38.1,Mateus Oliveira (Meia),72.53,40.48,8.7,153,10.15
38.2,Mateus Oliveira (Meia),74.24,29.15,9.8,156,3.02
38.3,Mateus Oliveira (Meia),61.75,24.35,7.6,158,-6.05
38.4,Mateus Oliveira (Meia),73.96,28.11,2.4,151,-14.31
38.5,Mateus Oliveira (Meia),73.38,29.28,4.2,154,5.03
38.6,Mateus Oliveira (Meia),79.55,43.25,10.8,162,18.29
38.7,Mateus Oliveira (Meia),83.2,29.95,6.8,157,-11.29
38.8,Mateus Oliveira (Meia),96.69,59.37,11.2,155,12.43
38.9,Mateus Oliveira (Meia),87.35,54.31,9.0,153,-6.12
39.0,Mateus Oliveira (Meia),75.06,48.44,8.2,156,-2.31
39.1,Mateus Oliveira (Meia),72.15,39.74,10.4,162,6.06
39.2,Mateus Oliveira (Meia),86.19,58.45,6.3,152,-11.36
39.3,Mateus Oliveira (Meia),65.71,37.43,10.6,155,11.95
39.4,Mateus Oliveira (Meia),96.37,41.85,7.3,153,-9.11
39.5,Mateus Oliveira (Meia),89.47,38.65,19.1,169,32.84
39.6,Mateus Oliveira (Meia),77.08,48.13,4.5,144,-40.78
39.7,Mateus Oliveira (Meia),65.71,46.02,7.6,165,8.63
39.8,Mateus Oliveira (Meia),92.95,31.36,7.7,161,0.45
39.9,Mateus Oliveira (Meia),77.91,31.81,3.6,142,-11.5
40.0,Mateus Oliveira (Meia),92.47,47.7,11.9,155,23.09
40.1,Mateus Oliveira (Meia),63.35,47.49,7.3,152,-12.83
40.2,Mateus Oliveira (Meia),72.0,36.62,0.5,139,-18.79
40.3,Mateus Oliveira (Meia),78.13,20.63,11.8,172,31.28
40.4,Mateus Oliveira (Meia),80.37,37.03,6.5,151,-14.79
40.5,Mateus Oliveira (Meia),76.96,47.0,8.6,159,5.9
40.6,Mateus Oliveira (Meia),81.14,61.52,11.7,160,8.69
40.7,Mateus Oliveira (Meia),72.38,25.0,7.5,151,-11.57
40.8,Mateus Oliveira (Meia),78.92,33.6,7.5,160,-0.09
40.9,Mateus Oliveira (Meia),78.73,36.81,18.9,175,31.53
41.0,Mateus Oliveira (Meia),84.78,55.33,0.4,145,-51.32
41.1,Mateus Oliveira (Meia),88.04,39.01,3.9,160,9.64
41.2,Mateus Oliveira (Meia),70.78,29.76,4.6,152,2.15
41.3,Mateus Oliveira (Meia),67.84,47.18,16.2,167,32.01
41.4,Mateus Oliveira (Meia),89.45,33.8,6.4,162,-27.04
41.5,Mateus Oliveira (Meia),82.37,26.44,10.0,161,9.83
41.6,Mateus Oliveira (Meia),71.88,30.09,7.1,162,-7.94
41.7,Mateus Oliveira (Meia),96.54,61.08,11.4,161,11.97
41.8,Mateus Oliveira (Meia),82.0,43.96,8.9,146,-6.84
41.9,Mateus Oliveira (Meia),94.88,40.68,10.0,153,2.95
42.0,Mateus Oliveira (Meia),79.91,36.7,14.1,170,11.49
42.1,Mateus Oliveira (Meia),97.46,41.66,10.8,158,-9.41
42.2,Mateus Oliveira (Meia),95.58,43.3,6.1,155,-13.06
42.3,Mateus Oliveira (Meia),79.83,44.84,10.2,164,11.63
42.4,Mateus Oliveira (Meia),88.19,42.69,18.7,173,23.41
42.5,Mateus Oliveira (Meia),86.0,49.85,11.3,158,-20.6
42.6,Mateus Oliveira (Meia),92.46,41.87,9.6,159,-4.59
42.7,Mateus Oliveira (Meia),71.37,31.12,3.5,150,-16.92
42.8,Mateus Oliveira (Meia),85.2,32.18,11.9,161,23.28
42.9,Mateus Oliveira (Meia),89.32,17.29,12.5,158,1.64
43.0,Mateus Oliveira (Meia),63.9,60.93,10.3,158,-6.22
43.1,Mateus Oliveira (Meia),69.34,48.47,9.5,158,-2.21
43.2,Mateus Oliveira (Meia),63.06,30.18,20.3,169,30.2
43.3,Mateus Oliveira (Meia),80.22,35.11,12.4,159,-21.97
43.4,Mateus Oliveira (Meia),85.2,35.42,14.0,163,4.27
43.5,Mateus Oliveira (Meia),92.93,59.41,9.3,151,-13.03
43.6,Mateus Oliveira (Meia),79.43,24.41,8.5,158,-2.21
43.7,Mateus Oliveira (Meia),94.94,41.33,11.5,163,8.49
43.8,Mateus Oliveira (Meia),66.77,37.19,8.5,155,-8.5
43.9,Mateus Oliveira (Meia),65.03,49.14,8.8,152,0.91
44.0,Mateus Oliveira (Meia),81.16,39.13,10.9,162,5.71
44.1,Mateus Oliveira (Meia),79.67,17.94,6.9,157,-10.84
44.2,Mateus Oliveira (Meia),80.44,37.99,9.9,160,8.15
44.3,Mateus Oliveira (Meia),60.7,29.4,9.3,159,-1.56
44.4,Mateus Oliveira (Meia),79.89,40.96,12.9,166,9.85
44.5,Mateus Oliveira (Meia),66.92,54.47,6.6,154,-17.54
44.6,Mateus Oliveira (Meia),87.82,21.7,1.0,142,-15.43
44.7,Mateus Oliveira (Meia),84.67,30.08,7.8,156,18.77
44.8,Mateus Oliveira (Meia),72.39,37.43,10.6,159,7.87
44.9,Mateus Oliveira (Meia),76.57,36.4,12.9,164,6.3
45.0,Mateus Oliveira (Meia),69.35,48.57,6.2,157,-18.41
45.1,Mateus Oliveira (Meia),78.51,38.59,11.2,156,13.72
45.2,Mateus Oliveira (Meia),89.72,41.96,29.1,189,49.71
45.3,Mateus Oliveira (Meia),69.98,34.03,12.0,157,-47.38
45.4,Mateus Oliveira (Meia),86.7,46.61,5.8,150,-17.13
45.5,Mateus Oliveira (Meia),74.74,46.2,6.3,160,1.19
45.6,Mateus Oliveira (Meia),73.62,30.78,10.7,162,12.42
45.7,Mateus Oliveira (Meia),82.19,49.22,15.5,168,13.23
45.8,Mateus Oliveira (Meia),69.62,41.94,9.1,151,-17.9
45.9,Mateus Oliveira (Meia),75.12,55.7,8.3,156,-1.99
46.0,Mateus Oliveira (Meia),70.8,38.16,3.5,141,-13.38
46.1,Mateus Oliveira (Meia),99.11,47.79,7.5,156,11.17
46.2,Mateus Oliveira (Meia),79.83,39.77,6.1,149,-3.9
46.3,Mateus Oliveira (Meia),72.93,39.52,9.1,160,8.25
46.4,Mateus Oliveira (Meia),81.58,43.6,2.9,150,-17.11
46.5,Mateus Oliveira (Meia),81.16,48.27,7.7,151,13.16
46.6,Mateus Oliveira (Meia),77.59,24.37,5.0,153,-7.56
46.7,Mateus Oliveira (Meia),85.64,58.43,12.8,172,21.66
46.8,Mateus Oliveira (Meia),86.18,15.84,5.6,152,-19.99
46.9,Mateus Oliveira (Meia),76.28,31.36,6.7,158,3.19
47.0,Mateus Oliveira (Meia),75.05,37.91,10.1,151,9.49
47.1,Mateus Oliveira (Meia),76.02,45.08,7.2,157,-8.18
47.2,Mateus Oliveira (Meia),57.83,58.44,18.4,170,31.26
47.3,Mateus Oliveira (Meia),63.37,19.4,12.7,163,-15.88
47.4,Mateus Oliveira (Meia),91.05,32.59,9.1,160,-10.15
47.5,Mateus Oliveira (Meia),96.0,11.88,10.5,159,3.9
47.6,Mateus Oliveira (Meia),79.74,38.34,0.4,139,-27.92
47.7,Mateus Oliveira (Meia),86.22,44.75,13.9,171,37.51
47.8,Mateus Oliveira (Meia),83.63,57.64,11.0,155,-8.0
47.9,Mateus Oliveira (Meia),107.52,42.04,8.7,154,-6.5
48.0,Mateus Oliveira (Meia),91.24,52.09,25.6,183,46.89
48.1,Mateus Oliveira (Meia),79.28,48.24,11.8,163,-38.43
48.2,Mateus Oliveira (Meia),74.11,34.43,7.3,157,-12.27
48.3,Mateus Oliveira (Meia),65.39,27.24,10.5,161,8.85
48.4,Mateus Oliveira (Meia),83.85,46.15,13.2,169,7.43
48.5,Mateus Oliveira (Meia),74.5,21.62,10.8,163,-6.6
48.6,Mateus Oliveira (Meia),68.3,54.86,8.0,152,-7.86
48.7,Mateus Oliveira (Meia),71.16,42.75,10.2,149,6.1
48.8,Mateus Oliveira (Meia),71.66,52.72,14.5,167,12.06
48.9,Mateus Oliveira (Meia),94.99,34.15,12.1,169,-6.65
49.0,Mateus Oliveira (Meia),87.27,43.26,4.3,146,-21.63
49.1,Mateus Oliveira (Meia),77.7,42.51,11.3,157,19.44
49.2,Mateus Oliveira (Meia),93.31,36.85,10.8,162,-1.47
49.3,Mateus Oliveira (Meia),80.75,35.55,13.7,167,7.89
49.4,Mateus Oliveira (Meia),70.29,43.25,9.1,163,-12.57
49.5,Mateus Oliveira (Meia),91.5,31.04,7.5,162,-4.47
49.6,Mateus Oliveira (Meia),85.58,23.3,3.5,151,-11.1
49.7,Mateus Oliveira (Meia),71.97,55.0,6.2,150,7.48
49.8,Mateus Oliveira (Meia),78.57,45.4,13.8,162,21.14
49.9,Mateus Oliveira (Meia),73.85,37.56,9.8,157,-11.22
50.0,Mateus Oliveira (Meia),67.43,58.72,8.6,162,-3.31
50.1,Mateus Oliveira (Meia),88.25,35.74,14.2,164,15.5
50.2,Mateus Oliveira (Meia),95.81,58.07,13.4,168,-2.29
50.3,Mateus Oliveira (Meia),65.07,42.05,6.1,147,-20.28
50.4,Mateus Oliveira (Meia),87.85,29.64,13.8,166,21.52
50.5,Mateus Oliveira (Meia),75.84,61.61,2.4,145,-31.77
50.6,Mateus Oliveira (Meia),73.53,52.8,10.8,163,23.53
50.7,Mateus Oliveira (Meia),74.9,37.46,10.4,159,-1.31
50.8,Mateus Oliveira (Meia),72.07,47.54,13.6,168,8.98
50.9,Mateus Oliveira (Meia),80.03,32.42,10.5,159,-8.54
51.0,Mateus Oliveira (Meia),71.91,50.45,8.0,156,-6.95
51.1,Mateus Oliveira (Meia),83.01,11.7,8.3,160,0.88
51.2,Mateus Oliveira (Meia),80.78,28.93,19.8,174,31.76
51.3,Mateus Oliveira (Meia),78.45,52.07,9.3,159,-29.01
51.4,Mateus Oliveira (Meia),71.65,40.04,11.4,165,5.72
51.5,Mateus Oliveira (Meia),74.57,42.75,0.9,146,-29.09
51.6,Mateus Oliveira (Meia),88.2,25.33,5.7,147,13.26
51.7,Mateus Oliveira (Meia),85.2,61.69,11.1,159,14.96
51.8,Mateus Oliveira (Meia),71.31,52.92,2.5,141,-23.7
51.9,Mateus Oliveira (Meia),80.84,38.67,11.2,160,24.04
52.0,Mateus Oliveira (Meia),87.28,35.01,6.1,156,-14.16
52.1,Mateus Oliveira (Meia),64.27,53.6,4.9,152,-3.43
52.2,Mateus Oliveira (Meia),86.12,64.32,6.1,159,3.39
52.3,Mateus Oliveira (Meia),72.42,50.26,15.1,172,25.07
52.4,Mateus Oliveira (Meia),84.52,67.67,10.3,161,-13.27
52.5,Mateus Oliveira (Meia),74.05,27.62,5.4,143,-13.82
52.6,Mateus Oliveira (Meia),62.06,31.11,12.1,165,18.73
52.7,Mateus Oliveira (Meia),62.99,27.66,12.3,160,0.6
52.8,Mateus Oliveira (Meia),80.53,44.72,7.5,159,-13.46
52.9,Mateus Oliveira (Meia),79.79,43.84,12.8,165,14.89
53.0,Mateus Oliveira (Meia),69.91,38.77,13.0,167,0.53
53.1,Mateus Oliveira (Meia),86.88,50.99,12.4,165,-1.73
53.2,Mateus Oliveira (Meia),64.74,53.53,6.3,164,-16.95
53.3,Mateus Oliveira (Meia),81.33,22.01,4.3,153,-5.61
53.4,Mateus Oliveira (Meia),67.29,30.72,2.2,143,-5.71
53.5,Mateus Oliveira (Meia),73.99,52.41,6.4,158,11.53
53.6,Mateus Oliveira (Meia),81.03,31.37,7.5,154,3.2
53.7,Mateus Oliveira (Meia),70.5,29.89,7.9,162,0.9
53.8,Mateus Oliveira (Meia),78.09,50.82,8.8,164,2.66
53.9,Mateus Oliveira (Meia),89.82,25.54,15.9,171,19.78
54.0,Mateus Oliveira (Meia),72.39,39.27,7.6,151,-23.03
54.1,Mateus Oliveira (Meia),87.46,44.93,8.8,156,3.23
54.2,Mateus Oliveira (Meia),70.41,37.56,1.7,152,-19.65
54.3,Mateus Oliveira (Meia),83.88,47.33,17.9,179,44.95
54.4,Mateus Oliveira (Meia),90.75,31.22,3.7,150,-39.38
54.5,Mateus Oliveira (Meia),58.17,55.56,6.2,153,6.77
54.6,Mateus Oliveira (Meia),76.14,38.67,11.8,157,15.58
54.7,Mateus Oliveira (Meia),84.61,46.51,10.0,155,-4.99
54.8,Mateus Oliveira (Meia),80.53,47.82,15.6,169,15.52
54.9,Mateus Oliveira (Meia),82.21,33.4,11.9,165,-10.26
55.0,Mateus Oliveira (Meia),74.89,13.5,8.7,152,-8.9
55.1,Mateus Oliveira (Meia),81.94,42.63,13.2,168,12.5
55.2,Mateus Oliveira (Meia),78.59,40.27,13.6,170,1.3
55.3,Mateus Oliveira (Meia),90.06,46.21,6.4,157,-20.24
55.4,Mateus Oliveira (Meia),83.38,38.8,12.9,170,18.04
55.5,Mateus Oliveira (Meia),85.88,33.48,8.1,158,-13.17
55.6,Mateus Oliveira (Meia),76.74,63.02,8.6,159,1.32
55.7,Mateus Oliveira (Meia),74.84,23.2,9.6,160,2.74
55.8,Mateus Oliveira (Meia),75.82,50.01,7.5,161,-5.82
55.9,Mateus Oliveira (Meia),87.33,35.25,7.3,158,-0.6
56.0,Mateus Oliveira (Meia),76.41,36.67,12.9,162,15.77
56.1,Mateus Oliveira (Meia),81.72,36.39,2.9,151,-27.93
56.2,Mateus Oliveira (Meia),96.96,31.22,4.8,153,5.19
56.3,Mateus Oliveira (Meia),85.1,46.45,11.7,161,19.29
56.4,Mateus Oliveira (Meia),77.61,56.28,8.7,162,-8.31
56.5,Mateus Oliveira (Meia),91.79,42.98,13.0,164,11.83
56.6,Mateus Oliveira (Meia),75.73,42.58,10.4,163,-7.04
56.7,Mateus Oliveira (Meia),61.63,28.48,3.7,152,-18.8
56.8,Mateus Oliveira (Meia),69.17,47.37,9.3,155,15.52
56.9,Mateus Oliveira (Meia),63.36,61.65,11.1,157,5.24
57.0,Mateus Oliveira (Meia),77.56,35.36,9.9,157,-3.34
57.1,Mateus Oliveira (Meia),79.36,34.2,7.1,155,-7.8
57.2,Mateus Oliveira (Meia),97.62,35.52,7.9,163,2.16
57.3,Mateus Oliveira (Meia),81.69,35.05,6.8,154,-3.18
57.4,Mateus Oliveira (Meia),78.45,7.41,3.7,152,-8.5
57.5,Mateus Oliveira (Meia),88.74,44.21,3.1,153,-1.53
57.6,Mateus Oliveira (Meia),59.98,30.45,10.6,159,20.59
57.7,Mateus Oliveira (Meia),81.84,19.28,5.5,151,-14.02
57.8,Mateus Oliveira (Meia),84.79,48.89,11.3,166,16.08
57.9,Mateus Oliveira (Meia),68.73,26.15,6.6,157,-13.01
58.0,Mateus Oliveira (Meia),90.04,39.34,3.7,148,-7.98
58.1,Mateus Oliveira (Meia),83.85,59.8,7.4,154,10.06
58.2,Mateus Oliveira (Meia),77.27,24.68,17.4,171,27.8
58.3,Mateus Oliveira (Meia),84.75,19.37,8.6,159,-24.33
58.4,Mateus Oliveira (Meia),100.14,44.53,11.6,167,8.24
58.5,Mateus Oliveira (Meia),83.64,54.08,9.7,161,-5.3
58.6,Mateus Oliveira (Meia),80.56,22.94,3.4,146,-17.49
58.7,Mateus Oliveira (Meia),79.06,45.38,14.8,164,31.71
58.8,Mateus Oliveira (Meia),71.23,46.96,8.0,158,-18.85
58.9,Mateus Oliveira (Meia),85.7,15.64,3.8,151,-11.81
59.0,Mateus Oliveira (Meia),72.49,46.87,7.0,152,8.87
59.1,Mateus Oliveira (Meia),83.96,49.37,8.2,161,3.4
59.2,Mateus Oliveira (Meia),72.83,36.82,12.0,154,10.62
59.3,Mateus Oliveira (Meia),84.1,56.74,6.3,155,-15.89
59.4,Mateus Oliveira (Meia),83.72,52.81,19.5,168,36.68
59.5,Mateus Oliveira (Meia),89.39,41.18,5.3,156,-39.53
59.6,Mateus Oliveira (Meia),75.98,32.18,11.4,161,17.21
59.7,Mateus Oliveira (Meia),76.49,30.52,1.1,149,-28.73
59.8,Mateus Oliveira (Meia),70.29,41.22,8.5,156,20.56
59.9,Mateus Oliveira (Meia),75.78,47.82,10.5,166,5.45
60.0,Mateus Oliveira (Meia),81.7,36.72,4.5,144,-16.52
60.1,Mateus Oliveira (Meia),86.75,15.96,15.0,171,29.1
60.2,Mateus Oliveira (Meia),71.12,54.02,10.7,158,-11.83
60.3,Mateus Oliveira (Meia),87.12,40.91,7.7,158,-8.36
60.4,Mateus Oliveira (Meia),92.68,37.04,10.7,162,8.24
60.5,Mateus Oliveira (Meia),80.99,51.78,6.6,149,-11.3
60.6,Mateus Oliveira (Meia),96.55,56.51,14.0,169,20.5
60.7,Mateus Oliveira (Meia),76.51,5.58,13.1,166,-2.62
60.8,Mateus Oliveira (Meia),67.17,47.74,10.5,161,-7.13
60.9,Mateus Oliveira (Meia),65.92,23.5,11.4,163,2.65
61.0,Mateus Oliveira (Meia),93.55,47.17,3.1,150,-23.21
61.1,Mateus Oliveira (Meia),84.98,39.8,14.9,170,32.71
61.2,Mateus Oliveira (Meia),77.52,48.61,8.6,156,-17.4
61.3,Mateus Oliveira (Meia),82.73,31.88,13.1,167,12.49
61.4,Mateus Oliveira (Meia),72.05,14.55,12.0,165,-3.06
61.5,Mateus Oliveira (Meia),101.43,35.69,13.0,163,2.89
61.6,Mateus Oliveira (Meia),81.04,47.03,4.8,159,-22.86
61.7,Mateus Oliveira (Meia),82.5,51.8,5.3,154,1.41
61.8,Mateus Oliveira (Meia),87.04,25.12,18.0,172,35.21
61.9,Mateus Oliveira (Meia),81.97,54.89,31.8,195,38.39
62.0,Mateus Oliveira (Meia),82.16,31.93,4.6,151,-75.56
62.1,Mateus Oliveira (Meia),75.15,44.25,9.2,163,12.68
62.2,Mateus Oliveira (Meia),84.19,36.42,9.2,158,0.02
62.3,Mateus Oliveira (Meia),92.83,41.66,6.8,158,-6.5
62.4,Mateus Oliveira (Meia),92.69,49.72,11.5,157,12.85
62.5,Mateus Oliveira (Meia),94.04,26.5,12.6,156,3.18
62.6,Mateus Oliveira (Meia),72.66,30.77,8.9,160,-10.23
62.7,Mateus Oliveira (Meia),68.57,42.0,7.9,155,-2.78
62.8,Mateus Oliveira (Meia),80.33,66.84,8.9,157,2.74
62.9,Mateus Oliveira (Meia),79.4,29.92,7.0,146,-5.28
63.0,Mateus Oliveira (Meia),88.49,64.58,27.9,193,58.1
63.1,Mateus Oliveira (Meia),64.71,65.51,10.2,160,-49.23
63.2,Mateus Oliveira (Meia),92.8,40.12,12.1,168,5.17
63.3,Mateus Oliveira (Meia),78.73,37.25,8.4,152,-10.22
63.4,Mateus Oliveira (Meia),75.85,32.29,0.1,145,-23.12
63.5,Mateus Oliveira (Meia),69.09,39.07,6.7,156,18.48
63.6,Mateus Oliveira (Meia),64.34,24.03,12.6,164,16.42
63.7,Mateus Oliveira (Meia),88.07,37.42,3.2,150,-26.04
63.8,Mateus Oliveira (Meia),80.72,54.44,11.8,157,23.71
63.9,Mateus Oliveira (Meia),68.27,34.41,7.2,157,-12.68
64.0,Mateus Oliveira (Meia),71.25,38.12,8.9,155,4.74
64.1,Mateus Oliveira (Meia),78.07,19.4,6.3,151,-7.41
64.2,Mateus Oliveira (Meia),96.3,46.1,4.5,151,-5.0
64.3,Mateus Oliveira (Meia),77.41,42.08,14.7,165,28.55
64.4,Mateus Oliveira (Meia),66.8,39.71,12.3,162,-6.87
64.5,Mateus Oliveira (Meia),77.14,36.13,11.6,166,-1.9
64.6,Mateus Oliveira (Meia),78.71,37.34,12.6,163,2.93
64.7,Mateus Oliveira (Meia),55.56,43.65,11.0,159,-4.51
64.8,Mateus Oliveira (Meia),79.84,38.5,12.8,163,4.9
64.9,Mateus Oliveira (Meia),78.16,44.21,6.3,150,-17.87
65.0,Mateus Oliveira (Meia),86.24,40.77,14.5,167,22.68
65.1,Mateus Oliveira (Meia),101.05,52.49,14.2,169,-0.99
65.2,Mateus Oliveira (Meia),89.14,44.81,10.5,162,-10.09
65.3,Mateus Oliveira (Meia),76.57,43.22,7.8,156,-7.43
65.4,Mateus Oliveira (Meia),71.08,57.19,4.1,153,-10.39
65.5,Mateus Oliveira (Meia),102.27,43.39,9.9,157,16.14
65.6,Mateus Oliveira (Meia),80.1,53.72,15.7,168,16.18
65.7,Mateus Oliveira (Meia),78.5,46.66,4.4,157,-31.62
65.8,Mateus Oliveira (Meia),80.52,15.53,13.1,163,24.21
65.9,Mateus Oliveira (Meia),82.54,58.57,7.1,158,-16.55
66.0,Mateus Oliveira (Meia),78.23,38.04,7.5,158,0.95
66.1,Mateus Oliveira (Meia),75.91,38.7,4.3,148,-8.77
66.2,Mateus Oliveira (Meia),72.29,43.54,6.0,156,4.7
66.3,Mateus Oliveira (Meia),78.64,34.7,11.6,159,15.55
66.4,Mateus Oliveira (Meia),74.85,43.04,12.1,164,1.38
66.5,Mateus Oliveira (Meia),71.83,31.7,9.9,157,-5.95
66.6,Mateus Oliveira (Meia),78.33,57.59,7.0,156,-8.19
66.7,Mateus Oliveira (Meia),77.24,36.96,4.6,152,-6.7
66.8,Mateus Oliveira (Meia),94.58,31.88,9.2,159,12.95
66.9,Mateus Oliveira (Meia),58.06,26.95,7.5,157,-4.74
67.0,Mateus Oliveira (Meia),89.0,43.81,9.8,157,6.4
67.1,Mateus Oliveira (Meia),92.31,42.07,7.7,151,-5.92
67.2,Mateus Oliveira (Meia),62.29,45.79,7.8,157,0.28
67.3,Mateus Oliveira (Meia),78.74,28.43,9.6,163,5.05
67.4,Mateus Oliveira (Meia),76.13,19.83,10.4,162,2.15
67.5,Mateus Oliveira (Meia),64.63,46.77,13.9,167,9.69
67.6,Mateus Oliveira (Meia),73.1,57.24,7.7,154,-17.34
67.7,Mateus Oliveira (Meia),68.48,30.51,11.2,162,9.81
67.8,Mateus Oliveira (Meia),94.69,60.11,16.2,165,13.98
67.9,Mateus Oliveira (Meia),87.97,46.24,11.3,160,-13.68
68.0,Mateus Oliveira (Meia),90.94,41.18,13.7,166,6.58
68.1,Mateus Oliveira (Meia),86.71,35.13,6.5,147,-19.83
68.2,Mateus Oliveira (Meia),70.89,21.86,6.1,161,-1.11
68.3,Mateus Oliveira (Meia),74.73,52.16,8.4,152,6.23
68.4,Mateus Oliveira (Meia),85.0,30.6,8.8,165,1.18
68.5,Mateus Oliveira (Meia),69.02,30.5,13.3,161,12.49
68.6,Mateus Oliveira (Meia),87.82,51.59,6.1,150,-20.01
68.7,Mateus Oliveira (Meia),77.55,14.33,30.5,189,67.7
68.8,Mateus Oliveira (Meia),76.51,23.61,13.3,163,-47.65
68.9,Mateus Oliveira (Meia),85.84,39.71,9.9,157,-9.55
69.0,Mateus Oliveira (Meia),83.75,41.4,9.0,156,-2.52
69.1,Mateus Oliveira (Meia),75.58,46.54,10.0,160,2.77
69.2,Mateus Oliveira (Meia),89.11,35.09,24.5,178,40.34
69.3,Mateus Oliveira (Meia),71.43,71.21,4.4,155,-55.7
69.4,Mateus Oliveira (Meia),83.92,38.59,2.6,154,-4.94
69.5,Mateus Oliveira (Meia),84.86,38.76,9.8,151,19.94
69.6,Mateus Oliveira (Meia),78.74,30.19,12.7,171,7.91
69.7,Mateus Oliveira (Meia),82.41,40.87,12.1,166,-1.7
69.8,Mateus Oliveira (Meia),69.98,46.44,13.6,166,4.2
69.9,Mateus Oliveira (Meia),87.43,53.36,14.8,164,3.45
70.0,Mateus Oliveira (Meia),76.76,22.1,9.6,160,-14.55
70.1,Mateus Oliveira (Meia),72.9,36.73,8.7,161,-2.33
70.2,Mateus Oliveira (Meia),91.41,44.12,14.9,177,17.12
70.3,Mateus Oliveira (Meia),71.96,45.33,6.2,163,-24.19
70.4,Mateus Oliveira (Meia),68.44,39.92,4.3,145,-5.31
70.5,Mateus Oliveira (Meia),64.49,45.86,7.6,155,9.33
70.6,Mateus Oliveira (Meia),87.43,28.58,7.2,156,-1.3
70.7,Mateus Oliveira (Meia),71.79,59.94,9.2,164,5.6
70.8,Mateus Oliveira (Meia),93.26,54.57,5.6,153,-9.98
70.9,Mateus Oliveira (Meia),59.64,25.3,10.5,157,13.55
71.0,Mateus Oliveira (Meia),96.43,26.02,6.7,155,-10.43
71.1,Mateus Oliveira (Meia),82.67,27.36,13.9,164,19.97
71.2,Mateus Oliveira (Meia),80.29,50.45,4.2,155,-26.92
71.3,Mateus Oliveira (Meia),74.24,22.82,8.4,167,11.72
71.4,Mateus Oliveira (Meia),86.57,37.2,7.7,160,-2.17
71.5,Mateus Oliveira (Meia),79.84,43.28,9.9,163,6.29
71.6,Mateus Oliveira (Meia),88.1,41.73,12.7,169,7.73
71.7,Mateus Oliveira (Meia),80.65,42.46,10.1,161,-7.34
71.8,Mateus Oliveira (Meia),79.55,30.55,8.5,156,-4.39
71.9,Mateus Oliveira (Meia),79.11,49.73,11.8,161,9.11
72.0,Mateus Oliveira (Meia),78.5,32.48,12.4,167,1.69
72.1,Mateus Oliveira (Meia),83.51,35.03,10.1,161,-6.38
72.2,Mateus Oliveira (Meia),63.9,43.14,10.6,156,1.32
72.3,Mateus Oliveira (Meia),66.94,40.97,11.6,167,2.88
72.4,Mateus Oliveira (Meia),83.82,39.69,2.4,145,-25.45
72.5,Mateus Oliveira (Meia),82.44,28.51,7.6,151,14.37
72.6,Mateus Oliveira (Meia),80.29,35.63,10.5,157,8.08
72.7,Mateus Oliveira (Meia),78.79,38.36,7.8,157,-7.42
72.8,Mateus Oliveira (Meia),80.81,24.33,7.8,160,0.04
72.9,Mateus Oliveira (Meia),76.35,35.94,10.5,161,7.37
73.0,Mateus Oliveira (Meia),70.53,45.76,10.6,158,0.25
73.1,Mateus Oliveira (Meia),83.59,25.18,10.9,158,0.77
73.2,Mateus Oliveira (Meia),69.84,52.6,5.8,156,-13.99
73.3,Mateus Oliveira (Meia),82.02,55.54,3.3,149,-6.95
73.4,Mateus Oliveira (Meia),65.05,26.25,12.2,164,24.69
73.5,Mateus Oliveira (Meia),87.71,55.41,6.0,153,-17.19
73.6,Mateus Oliveira (Meia),83.19,38.46,5.8,154,-0.77
73.7,Mateus Oliveira (Meia),82.84,44.8,5.4,154,-1.0
73.8,Mateus Oliveira (Meia),85.2,36.53,13.6,175,22.81
73.9,Mateus Oliveira (Meia),97.45,52.35,9.8,161,-10.43
74.0,Mateus Oliveira (Meia),89.19,45.79,10.4,159,1.45
74.1,Mateus Oliveira (Meia),61.49,27.66,11.8,163,3.86
74.2,Mateus Oliveira (Meia),66.96,26.28,8.8,154,-8.13
74.3,Mateus Oliveira (Meia),75.86,22.24,13.1,160,11.72
74.4,Mateus Oliveira (Meia),81.14,42.01,4.2,156,-24.55
74.5,Mateus Oliveira (Meia),86.74,44.52,4.7,153,1.24
74.6,Mateus Oliveira (Meia),72.44,46.18,4.4,156,-0.61
74.7,Mateus Oliveira (Meia),82.13,38.48,10.7,154,17.36
74.8,Mateus Oliveira (Meia),73.84,27.79,11.0,157,0.94
74.9,Mateus Oliveira (Meia),75.54,30.93,7.1,156,-10.88
75.0,Mateus Oliveira (Meia),69.03,53.23,8.1,153,2.67
75.1,Mateus Oliveira (Meia),70.62,36.86,14.1,160,16.67
75.2,Mateus Oliveira (Meia),67.66,41.28,6.2,150,-21.81
75.3,Mateus Oliveira (Meia),70.3,26.9,10.2,158,11.0
75.4,Mateus Oliveira (Meia),89.4,43.87,6.3,156,-10.9
75.5,Mateus Oliveira (Meia),72.5,32.49,13.4,171,19.8
75.6,Mateus Oliveira (Meia),101.21,53.42,11.5,158,-5.19
75.7,Mateus Oliveira (Meia),86.1,48.3,3.4,146,-22.53
75.8,Mateus Oliveira (Meia),79.95,34.01,8.0,151,12.65
75.9,Mateus Oliveira (Meia),71.81,39.15,0.7,148,-20.2
76.0,Mateus Oliveira (Meia),88.17,36.3,12.6,164,33.11
